FEN,Moves
2n5/2q3k1/1q5p/8/K7/8/8/8 b - - 15 63,c7a7
7Q/8/8/kP6/P5Q1/8/6P1/6K1 w - - 1 45,h8d8
8/4p3/2Kpk3/8/8/q3r3/2p5/1q6 b - - 1 56,e3c3 a3c5 a3c3 c2c1q c2c1r
r1b1k2r/5ppp/8/6P1/7P/2b2q2/3n3K/2n1n3 b kq - 5 49,f3g2
6Q1/8/8/5Q2/8/8/1PP5/1K5k w - - 7 52,f5h7 f5h5 f5h3
6k1/1p6/p3p1p1/6P1/3q4/2n1q3/8/5K2 b - - 7 44,e3f2 e3e2 e3g1
8/2p2k2/2q5/8/5K2/8/8/q2qq3 b - - 5 54,c6f6 e1e5 a1f6 a1e5
8/Q1Q5/8/3k4/pp1P4/2PBP3/PP4PP/2KR3R w - - 4 47,c7d7
6k1/1p3p2/1b6/2r5/1r6/4q3/K7/7q b - - 7 56,c5a5 c5c2 e3b3 h1b1
8/1QQ3K1/8/8/8/k7/8/8 w - - 13 67,c7a5
3QQ3/5ppk/6qp/8/1P2P3/P5PP/2r2PK1/5R2 w - - 1 37,e8h8 e8g8
2Q2N2/8/8/8/3k1P2/8/P1Q5/6K1 w - - 0 52,c8c5
8/8/8/8/8/3Q1P1P/2Q3PK/4k3 w - - 5 64,d3e2 d3d1 c2e2 c2d2
8/3k4/8/4QK2/2Q5/8/8/1B6 w - - 17 68,c4c7
8/3K4/4Q3/8/3k4/1Q6/8/8 w - - 5 60,e6d5 e6e3 b3c4 b3e3
8/8/6pk/6p1/3p4/q7/1q6/5K2 b - - 1 67,a3a1
1B2QQ2/8/8/6k1/3Q4/6P1/1P6/6K1 w - - 5 68,f8f6 f8f4 d4g7 d4h4 d4f4
4Q3/6kp/8/8/7P/5QP1/5P2/6K1 w - - 1 51,f3f8
8/3N4/2K4Q/5P2/4Q3/6k1/8/8 w - - 3 69,h6h4
8/2p5/8/8/5q2/1P5q/k1K5/8 b - - 5 48,h3b3
8/8/8/5QN1/6B1/4Q3/3Q1KP1/k7 w - - 7 58,e3a7 e3e5 e3d4 e3c3 e3a3 e3e1
QQ6/5pk1/6p1/7p/3N4/2R2P1P/4K3/8 w - - 1 43,b8h8
8/2q3k1/8/q7/8/8/1K2bb2/5q2 b - - 7 68,c7c3
6Q1/8/8/5knQ/8/3K4/8/8 w - - 5 67,h5g5
4Q3/5PP1/8/6Q1/3p4/P2P4/1PP2k2/2K5 w - - 1 53,f7f8q f7f8r
8/8/7K/8/8/6q1/3k4/5q2 b - - 3 64,f1h3 f1h1
7k/2K5/8/7p/8/8/8/qq1r2q1 b - - 1 61,g1c5 a1c3
8/p6k/8/5ppp/8/1q5b/q7/4K3 b - - 9 50,b3b1
8/8/8/8/3qn3/4qk2/2K5/6q1 b - - 3 66,d4c3 d4d2 e3d3 e3c3 g1d1 g1c1
6k1/3b1p2/8/8/p7/5q2/6q1/K7 b - - 5 55,f3f1 f3d1
2Q5/8/8/1Q2K2p/7P/8/k7/8 w - - 5 74,c8a8 c8a6
1Q6/2Q5/7N/8/6P1/k5KP/8/8 w - - 15 60,c7a7 c7a5
8/8/8/5Q2/4Q3/8/1KPk4/8 w - - 7 62,f5d7 f5d5
8/3k4/K3b3/8/8/pq6/8/1q4q1 b - - 1 68,b3b6 b3b5 b3a4 g1b6
K4Q2/6Q1/8/8/P7/8/8/7k w - - 9 66,f8h8
8/4q3/k4q2/pp5K/8/8/P7/8 b - - 1 66,e7e2 f6g5
rn6/pp2k2p/6q1/4K3/7P/3q4/P4r2/8 b - - 0 41,b8d7 b8c6 g6g7 g6f6 g6e6 g6d6 g6h5 g6f5 g6e4 g6g3 d3d6 d3e4 f2f5
1Q6/8/7p/6p1/2Q3Pk/K7/8/8 w - - 2 52,b8h2
8/5k2/3n2p1/6K1/q7/q1p5/r7/q7 b - - 1 73,a3c1 a1c1
6k1/8/8/8/8/8/qq6/3K4 b - - 9 58,b2d2 b2b1 b2a1 a2b1 a2a1
5q2/8/8/4K3/q7/4k3/8/8 b - - 3 62,a4e4
1q6/8/2q5/8/8/8/K5k1/8 b - - 13 70,c6a8 c6a6 c6a4
1k6/2pr2pp/8/1p2p2P/6K1/6P1/5qq1/8 b - - 2 41,g2g3 f2f4
1Q6/2Q5/3Q2K1/4B3/8/8/k7/8 w - - 5 71,b8b2 c7f7 c7a7 c7a5 c7c4 c7c2 d6a6
1Q6/8/4Q3/8/8/P1K5/2P5/2k5 w - - 3 51,e6e1
6Q1/3k4/8/4QK2/8/8/8/8 w - - 3 67,g8e8
2Q5/8/1k6/1B2QK2/2P5/8/3Q4/8 w - - 1 73,c8b8 c8c7 c8a6 e5b8 e5c7 e5c5 e5d4 e5e3
8/6k1/4p1P1/4q3/8/1q6/q7/5K2 b - - 7 60,e5a1 b3d1 b3b1
4k3/1Q6/K6Q/8/8/8/8/8 w - - 7 59,h6h8
4R2K/8/6q1/8/2k5/5q2/8/8 b - - 7 73,f3f6 f3h5 f3h3 f3h1
2kr2r1/1pp2K1p/p5p1/5p2/P2q4/Nn2q2P/2b5/8 b - - 2 34,g8f8 g8g7 d8f8 d4g7 e3e8
4k3/8/7K/2pr4/8/8/6q1/4qq2 b - - 1 44,f1h1 e1h4
8/3Q4/6kB/4Q3/8/8/1PK5/8 w - - 9 59,d7g7 e5g5
8/3K4/p7/1p6/rP1Q4/1Q6/6R1/2k5 w - - 7 67,d4c5 d4f4 d4e3 d4c3 d4d2 d4b2 d4g1 d4d1 b3c2 b3b2 b3d1 g2c2 g2g1
8/p5pp/5kp1/8/8/7P/P1P2qRK/4q3 b - - 7 38,e1g1
8/2Q5/8/8/8/pQ4P1/P5K1/k7 w - - 9 54,c7g7 c7e5 c7c3 c7c1
8/8/K4k2/8/5b2/8/2q5/1q6 b - - 11 74,c2a4 c2a2
8/p4p2/6k1/4K3/8/8/2q5/3q4 b - - 5 51,c2f5
8/8/8/6k1/p7/1q6/7q/5K2 b - - 5 53,b3d1 b3b1
6k1/2p4p/1p4p1/3ppr2/1q6/4K3/8/r3Bq2 b - - 7 50,f5f3 b4f4 b4d4 b4e1 f1f3 a1e1
6k1/5pp1/7p/8/6K1/4qP1P/6P1/4q3 b - - 1 45,e3g5
7Q/p7/6Q1/1p4N1/8/B3kp2/8/5K2 w - - 0 36,a3c1
2k5/1b1p1Q2/1Q2p3/p7/Pp2P3/3P3R/2q3P1/5R1K w - - 3 37,f7g8 f7f8 f7e8 h3h8
8/p7/8/1p1Q2P1/k7/P7/1P2QK2/8 w - - 1 37,d5b5 e2b5
8/5pk1/8/7K/8/8/r5q1/5q2 b - - 11 55,f1h1
8/7k/6p1/7p/7P/2q3PK/8/q7 b - - 0 41,a1h1
6k1/1p2q2p/7P/5P1K/8/8/8/5q2 b - - 3 43,f1f5 f1h3 f1f3 f1e2 f1d1
2k5/6QK/5Q2/8/8/8/8/8 w - - 9 89,f6f8
5Q2/3Q4/8/6k1/6pp/8/P5KP/8 w - - 0 45,d7f5
8/8/7K/6P1/7P/2q5/k1q5/8 b - - 2 62,c3h8
8/1p6/1P6/7K/8/4k3/8/5qq1 b - - 1 65,f1h3
7K/kq6/8/8/8/8/8/6q1 b - - 1 55,b7g7 b7h1 g1g7
8/8/8/1k6/8/3K4/5qq1/8 b - - 1 72,g2f3 f2d2
8/8/3k1N2/4R3/Q4P2/1P3P2/2P5/Q2K4 w - - 2 47,f6e8 a4d7
8/6pk/7p/7K/7P/8/5q2/6q1 b - - 5 44,f2f7 f2f5 f2c5 f2f3 f2e2 g1g6 g1d1 g7g6
1Q4Q1/8/k7/8/7K/8/8/8 w - - 1 63,g8a2
8/8/8/8/1p2K3/2q5/1k6/3q4 b - - 3 78,d1f3
8/8/3k3K/5q2/6p1/6P1/8/1q6 b - - 5 57,f5g6
2q5/1r6/8/K7/8/5k2/8/2q5 b - - 1 76,c8a8 c1a3 c1a1
2Q5/8/P7/4k1p1/6Pp/4P3/5PKP/3Q4 w - - 1 41,c8f5 d1d4
2r1r3/2k1N3/7p/8/8/8/2K5/q3q2q b - - 5 59,e1c3 e1d1 a1c3 a1b1
4Q3/8/1K6/5k2/3Q4/4P3/8/8 w - - 2 64,d4f4
8/7P/8/6q1/4q3/1k6/5K2/8 b - - 1 62,g5g2
4Q3/6k1/n1p3pp/5Q2/2pq1B2/8/5PPP/5RK1 w - - 1 32,f5f7 f5g6
1Q6/5K2/8/2PQ4/8/2k5/8/8 w - - 1 71,b8b3
8/1P6/8/4q3/8/3k4/6K1/4q3 b - - 1 53,e5g3
1Q6/8/3Q4/8/4k3/8/3K4/8 w - - 1 54,d6d3
7Q/4Q3/1p6/5p2/1P3p2/5k1P/5P2/5RK1 w - - 1 45,h8a8 h8h5 h8c3
QQ1QQ3/6Q1/8/2k5/8/8/5K2/1R4R1 w - - 1 60,e8c6 e8b5 d8c8 d8c7 d8d5 d8d4 b8c8 b8c7 b8b5 b8b4 a8c6 a8d5 g7c7 g7d4 g7c3 g1c1 b1c1
Q7/6p1/7p/2Q5/5k2/2P2p2/1PK4P/8 w - - 1 38,a8a4
1q6/p3k3/P1p5/8/2q5/K7/4n3/8 b - - 0 53,b8b4 b8b3 c4a6 c4b3
8/8/4p3/4K3/8/8/8/3k1q1q b - - 2 65,h1d5
8/2p5/2b5/2K5/8/1k6/8/q4q2 b - - 1 60,f1b5 f1c4 f1c1 a1c3
8/8/6q1/2K5/8/3q4/2k5/2n5 b - - 15 78,g6d6
1b6/1q4rk/4KR2/6p1/3P4/4P3/P7/6q1 b - - 3 45,b7d7 b7e4
6k1/8/8/1p6/1n6/6q1/3K4/7q b - - 1 66,g3d3 g3e1 h1e1
k1K5/8/8/1QN1N3/8/4N3/3B4/8 w - - 21 95,b5b8 b5b7 b5a6 b5a5 b5a4
6k1/7p/8/5p1q/5K2/2P1P3/8/6q1 b - - 1 40,g1h2
8/6K1/8/8/1Q5Q/5k2/8/8 w - - 5 59,b4e4
8/8/8/8/5k2/p2Q4/8/6QK w - - 3 57,g1g3
3Q3Q/1Q6/4NN2/8/2k5/8/5P2/6K1 w - - 1 51,d8d4
8/5pk1/8/8/4q3/2K5/8/3q4 b - - 9 57,e4d4 d1c2
1Q6/2Q5/4pppk/6qp/8/8/5PB1/6K1 w - - 1 56,b8h8 b8f8
4Q2N/8/8/N2N1P2/1N2B3/kp6/p5K1/R3R3 w - - 6 54,a5c4
8/8/2Q1Q3/p2P4/PkP4K/8/1P6/8 w - - 5 69,c6b5
8/8/8/8/6p1/1Q4P1/Q4K2/2k5 w - - 9 64,b3c2 b3b1 a2c2 a2b2
6k1/1p6/7p/6b1/6P1/7q/q7/3K4 b - - 3 45,h3h1 h3f1 a2d2
1Q3bnr/3bkppp/p1Q1p3/8/4pP2/P5P1/qBK4P/1N3BNn w - - 1 21,c6d6 c6c5
8/5kp1/6qp/6q1/8/8/7K/q1q2r2 b - - 1 55,g6h5 g5h5 g5h4 g5g3 g5g2 f1h1
3q4/6k1/K1p4p/3b2p1/1q6/7n/8/8 b - - 11 61,d8a8 d8b6 d8a5 b4b6
4Q3/1k6/3Q4/8/8/6P1/1pP3P1/1K6 w - - 1 47,e8b8
r1b2r1Q/pp2k3/2p1p1Q1/3p4/3Pn3/2q1P3/P3K1P1/3R2NR b - - 0 21,f8f2
6Q1/8/5Q2/5K2/8/8/8/7k w - - 1 64,f6h8 f6h6 f6h4
7K/8/8/8/5k2/5q1p/8/6q1 b - - 1 60,f3h5
6Q1/p2k4/1p6/1n1PQ3/1P3P2/3KP3/8/8 w - - 1 55,g8e8
5Q1Q/2k5/1p6/1Q3P2/8/8/6PK/8 w - - 1 48,h8h7 h8g7 f8b8 f8e7
5QQ1/8/4K3/8/7k/8/8/8 w - - 1 58,f8h6
Q7/8/8/1N6/8/6k1/QPP1P1P1/R3KB1R w KQ - 7 38,a8f3
QB6/8/1k6/7Q/8/6R1/4K3/8 w - - 3 53,h5a5 g3g6 g3b3
5Q2/3K4/P5k1/3B4/8/8/5Q2/8 w - - 1 59,f2f5
8/8/8/3Q1N2/8/1BQ1PK2/8/5k2 w - - 5 70,d5d1 c3c1 c3a1
8/1k6/8/8/8/2q5/3q4/5K2 b - - 5 62,c3c1 c3a1
2q5/8/1K6/8/8/4k3/8/q4q2 b - - 2 62,f1a6 f1b1 a1a6
1Q6/8/Q7/8/7p/4p2N/2k1K2P/8 w - - 3 61,a6c8 a6c6 a6c4
8/8/p7/Pq5b/3K4/8/5k2/4q3 b - - 5 63,e1e5 e1b4 e1e3
8/8/3K4/7k/5Q2/8/6Q1/8 w - - 7 59,f4g5 f4h2 g2g5 g2g4
7Q/8/1k4N1/3Q4/1K2B3/5P2/8/8 w - - 3 54,d5b7 d5a5
7k/5p2/4P3/8/8/6q1/5q2/3K4 b - - 4 57,g3g1
8/3K2k1/6p1/4q1P1/2q5/8/8/8 b - - 9 68,c4c7
8/8/8/2p4Q/2k2P2/1p2Q3/P7/1K6 w - - 0 53,h5c5
4Q1rk/2p2Qp1/7p/8/8/1R1P3P/5PPK/8 w - - 0 34,e8g8 f7g8
B2Q3Q/8/2N5/Q7/6P1/pk2B3/p4P2/R4RK1 w - - 1 53,h8c3 d8d3
8/pp4pk/6p1/1Q6/1P4PK/P7/3q2q1/8 b - - 1 43,g2h2
8/Kbq5/1P6/8/5k2/8/8/2q5 b - - 11 59,c1a3 c1a1
8/8/8/5Q2/7k/5Q2/3K4/8 w - - 7 74,f5f6 f5h5 f5g4 f5f4 f3g4 f3f4 f3h3 f3f2
8/2p2p2/7p/6p1/2k5/3q4/7q/K7 b - - 5 63,d3f1 d3d1
8/8/7p/5Qp1/4p2k/1P2Q2P/PK4P1/8 w - - 2 46,f5g4
2Q5/5k2/8/4Q3/3N1K2/8/P7/8 w - - 1 59,c8e8
rnbqk1nr/pp2ppbp/4p3/7p/1P6/4K3/P1P2PPP/R1Bq1B1R b kq - 1 10,d8d4
8/8/8/8/1k3K2/2q5/8/1q1qq3 b - - 3 70,c3f6 c3e5 c3g3 c3e3 c3d2 c3c1 e1e5 e1h4 e1g3 e1e3 e1d2
6k1/7p/5P2/5P2/2Kn4/8/8/qq6 b - - 0 55,b1b5
6Q1/8/8/8/3k4/5Q2/5K2/8 w - - 1 58,g8d5 f3e3
1Q6/8/8/6pp/6k1/6P1/6QP/2R4K w - - 3 53,b8c8
8/8/6k1/8/8/3K4/6q1/4q3 b - - 5 62,g2e4
5k2/8/4PP2/r7/8/7q/2q5/4K3 b - - 8 54,a5e5 a5a1 h3h1
6Q1/p5R1/1p2Qp1p/2p5/5k2/8/PP4KP/5N2 w - - 1 38,g8b8 g7g4
8/8/4p3/p3K3/Pb6/1P4k1/8/1q4q1 b - - 5 59,b1f5
8/6pk/2p5/3p4/3q3b/KP1q4/7P/1N6 b - - 1 40,d3a6
5Q2/p1Q5/1p6/8/k3PB2/2P4P/P2K4/8 w - - 1 50,f8b4
2k3r1/ppp2p1p/2np4/3q4/7P/PPK5/4q3/8 b - - 3 29,g8g3 d5e5 d5c5 d5d4 d5f3 d5d3 d5d2 e2d2
1Q6/2Q5/Q7/8/5K2/4N3/5k2/8 w - - 3 73,a6f1
3Q4/8/4Q3/6K1/6P1/2k1B3/8/8 w - - 5 61,d8d2
Q1QK1k2/1Q6/5PPP/5P2/8/8/8/8 w - - 3 67,d8d7 d8c7 b7g7 b7f7
8/5p1k/7P/3q4/8/4K3/2q5/8 b - - 9 63,d5e4 c2d2
8/1qq3p1/5p2/8/5k2/K7/8/8 b - - 7 69,c7a5
8/p4kp1/P6p/4K3/8/3q2P1/7P/1q6 b - - 0 49,b1b8
8/4q2P/5q2/2pK4/8/1k6/8/8 b - - 5 65,e7e5 f6e6 f6d6 f6f3
8/8/2k5/5q2/8/6K1/6P1/2q5 b - - 3 60,c1f4
8/8/4R3/1K2P1k1/3q4/7r/q7/8 b - - 7 50,a2a4
7r/p5R1/1kp4q/5K2/4B1P1/5Pq1/8/8 b - - 2 42,g3f4
8/8/3NN3/3N4/8/3N4/3Q1K2/1k6 w - - 21 70,d2b2
5Q2/Q7/6k1/8/3Bb3/6N1/8/4K3 w - - 0 61,f8g7 f8f6 a7g7
2K5/8/2Q5/4N3/3k1P2/6B1/2Q3PP/8 w - - 11 71,c6c5 c6e4 g3f2 c2c5 c2e4 c2d3 c2c3 c2f2 c2d2
7k/8/Q7/1R5p/8/K5Q1/6P1/8 w - - 5 66,a6h6 b5h5
8/8/8/8/8/4Q3/6Q1/3k2K1 w - - 15 68,e3d2 g2e2 g2d2
5Q2/pb1k4/np4Q1/3p4/3b4/4B3/PP1N4/R5K1 w - - 1 35,g6d6
1n4kq/7r/8/8/2K5/1n4r1/7q/q6q b - - 11 62,a1a4
8/8/7p/5k2/6p1/q7/1q6/5K2 b - - 1 56,a3a1
1Q6/8/2Q5/8/8/k5P1/6K1/8 w - - 7 60,c6a8 c6a6
8/7k/4QQp1/p4pQ1/5P1p/p7/4K1PP/8 w - - 2 43,e6f7 g5g6 g5h4
3Q4/k1r1Qp1p/pp2p1p1/8/2p2P2/4B3/2K2P1P/8 w - - 3 39,e7c7
8/8/8/5Q2/7k/4K3/2p5/3Q4 w - - 22 86,f5g4 d1g4 d1e1
7K/2q5/3nk3/4p1q1/8/8/8/8 b - - 9 60,c7g7 g5d8 g5g7
8/8/1q6/3K1k2/8/2q5/8/8 b - - 1 53,b6d8 b6e6 b6c6 b6c5 b6d4 c3c6 c3c5 c3d4 c3d3 c3b3
6k1/p2p1p1p/4p1p1/5P2/4n3/7q/2K5/q7 b - - 0 39,h3c3
QQQQ1Q2/7R/8/1N2B3/6Q1/4k3/8/R3K3 w Q - 5 60,f8h6 f8c5 f8f4 f8f3 f8a3 f8f2 d8d4 d8d2 c8c5 c8c3 c8c1 b8a7 b8b6 a8a7 a8e4 a8f3 a8a3 h7h3 e5f4 g4g5 g4f4 g4e4 g4d4 g4h3 g4g3 g4f3 g4e2 g4g1 a1a3
8/8/4q3/7K/7P/3k4/8/6q1 b - - 3 61,e6g6 g1g6 g1c5 g1g4
8/8/3r2n1/1kp3P1/8/6K1/8/1q5q b - - 1 63,b1g1
8/1p6/8/6Q1/7P/PP1p3Q/3Q1K2/1k6 w - - 8 90,g5g1 h3h1 h3f1
6Q1/8/5K1k/1R6/8/6Q1/8/8 w - - 1 78,g8h8 g8g7 g8g6 g3g7 g3g6 g3g5 g3h4 g3f4 g3h3 g3e3 g3h2
8/5K2/8/3p4/8/2Q4Q/4k3/8 w - - 0 78,h3f3
8/8/6pp/5p2/4qP1K/2k5/8/6q1 b - - 3 52,e4h1 g1g4 g1h2
5k2/8/8/2q5/8/5K2/2B5/6q1 b - - 1 63,c5e3
2k5/4Q3/5Q2/6K1/p7/8/pP6/8 w - - 4 53,f6h8 f6f8
2Q5/8/5p1k/5Q2/6pp/5P1P/6PK/8 w - - 0 43,c8h8 c8f8
3r2k1/pp6/6p1/3q3p/5P2/1P2R1PK/PQ5P/3q4 b - - 3 39,d1g4
8/p2k1p2/3pp3/K1p1p3/8/1P6/2q1q3/8 b - - 5 37,c2a2
1Q6/8/8/8/4Q3/k1p5/4K3/1B6 w - - 3 62,b8b4 e4a8 e4b4
5K2/1q6/2q5/8/8/8/4k3/8 b - - 21 80,c6c8
8/2p3p1/8/6k1/5q2/8/6K1/q7 b - - 1 41,a1f1
8/5ppk/6qp/8/1p5K/8/8/2q5 b - - 1 45,c1h1
Q7/8/8/8/2P1P3/3k1P2/1Q3P2/2R3K1 w - - 0 46,a8d8 a8d5 a8a3
4Q3/1Q6/3k4/8/8/8/7P/6K1 w - - 5 52,e8e7 b7c6
6Q1/5Q2/1K6/8/7k/8/8/8 w - - 9 75,f7h7
8/1K6/p7/8/Q7/8/1k6/4Q3 w - - 8 72,e1a1
4rk2/p2K4/8/q7/1p6/8/8/5qqq b - - 1 52,a5d8 h1d5 g1d4 f1d3 f1d1
5K2/7q/2q5/k7/8/8/4r3/8 b - - 7 51,c6e8 c6c8 c6a8 c6h6 c6f6 c6d6 c6c5 c6f3 e2e8 e2f2
8/8/5Q2/pk6/5Q2/2P5/P1B5/1K1R4 w - - 0 55,d1d5
6k1/6p1/K1P4p/8/1q6/1P6/5q2/8 b - - 2 46,b4b6 f2b6 f2a2
1Q6/4np1p/B5pb/2k5/3q2b1/R7/PPP2PPP/RN2K1NR b KQ - 2 15,d4d1
r5k1/p5p1/1P3pPp/7P/2P2Kb1/3q4/P7/4q3 b - - 0 33,d3f5 d3e4 d3d4 d3c4 d3g3 d3f3 e1e4 e1g3
8/8/8/6Q1/k7/1pQ5/1P4PK/8 w - - 1 70,g5a5 c3a5 c3d4 c3c4
1k4K1/8/8/8/8/5q2/8/1qq1r2q b - - 5 63,h1h7 e1g1 c1g5 b1h7 b1g6
8/8/5p2/2QPp3/k7/5Q2/1r6/2R1K3 w - - 4 43,f3a3
4k2r/5ppp/pBp1b2q/P7/6P1/5q1P/7K/5r2 b k - 7 37,h6f4 h6h3 f3h3 f1h1
3q1rk1/1p6/2p1K3/8/N1P1P3/8/PP2q3/8 b - - 4 51,e2e4
8/8/8/8/1P1Q4/2Q5/k7/5K2 w - - 1 53,c3b2
r5k1/1p5p/5rp1/pP1Rp3/P6P/1K3P1B/4q1P1/2q5 b - - 3 31,e2c4 e2c2 e2b2 c1b2
6k1/K7/2q5/1q6/8/8/8/8 b - - 21 75,c6b7 c6a6 b5b7 b5b6
1K6/4q1k1/8/8/8/8/3r4/5qqq b - - 5 61,e7d8 e7b7 d2d8 h1h8 h1b7 f1f8
8/8/8/3k4/8/7K/5q2/4q3 b - - 3 57,f2g3 e1e6
8/5K2/k7/8/8/8/2Q5/1Q6 w - - 13 71,c2a4 c2a2
6k1/1p5p/3p2p1/3q2P1/6K1/8/8/4q3 b - - 3 48,d5f5
5rk1/p4p1p/3K4/5qp1/8/8/8/2q5 b - - 1 45,f5e6 c1c5
8/8/1k6/p3Q3/4Q3/1N6/PPK5/8 w - - 3 52,e5a5
1K6/3k4/q7/8/8/8/8/2q5 b - - 3 56,c1c8 c1c7 c1f4 c1b2 c1b1
8/8/1p6/p3k3/P7/2q5/1q6/3K4 b - - 9 69,c3d2 c3c1 b2d2 b2c2
8/8/8/1Q1Q1p2/3p2k1/6P1/1PP2PKP/8 w - - 3 42,d5f5
4qkqq/8/8/p4q2/8/8/4p3/4K3 b - - 1 60,h8c3
1R1Q4/p4pkp/2N1pnp1/P4n2/3P4/b7/3Q1PPP/6K1 w - - 1 32,d8h8
8/8/1p3N2/pP6/P7/3Q4/7Q/2k3K1 w - - 9 51,d3c2 d3f1 h2d2 h2c2
2Q5/8/P7/2Q5/5k2/8/3K4/8 w - - 7 62,c5e3
2k5/8/1Q6/3Q2K1/6P1/P7/8/8 w - - 7 82,b6d8 b6b7 d5d8 d5b7 d5e6 d5c6 d5f5
3r3k/Q6p/2p3pP/4np2/8/3q2P1/4qPK1/8 w - - 2 57,a7g7
K7/8/1qP5/1q6/6k1/8/8/8 b - - 4 51,b6b8 b6a6 b6a5 b5c6 b5a6 b5a5 b5a4
r1bq2Q1/pppkb3/5p2/3p4/n2P4/1P6/PBP1QP1P/RN2K1NR w KQ - 1 18,e2e6
8/8/7p/2p4P/2k5/KpP2b2/8/4q1q1 b - - 1 52,e1a1
6k1/2q5/8/3q4/1K5n/8/8/8 b - - 17 67,c7a5
6Q1/8/3N4/5B2/k7/4P3/5K2/1Q6 w - - 1 66,g8a8 g8a2
2Q5/1Q6/8/p5p1/k4b2/7P/P4PP1/5K2 w - - 2 43,b7b3
1rb2Q2/pp6/2p1p3/3k4/8/2P1Q3/P6P/RN2K1NR w KQ - 0 31,f8c5 e3d4
q6b/8/3n1k2/7p/8/6K1/8/7q b - - 11 76,a8f3
6Q1/p7/7p/2p1Q3/7k/8/PPP2PP1/R5K1 w - - 5 36,g8c4 g8g3 e5h2
8/4kpq1/8/5q1P/7K/8/8/8 b - - 3 58,g7g5 g7g4 f5g4
6k1/6pp/4p1p1/3b4/4p3/6q1/5q2/3K4 b - - 5 55,g3g1
6Q1/3K4/5Q2/8/8/p1P4k/P7/8 w - - 9 61,f6h8 f6h6
8/5pk1/6p1/8/8/4q3/5q2/7K b - - 7 54,e3h6 e3e4 e3h3 e3f3 e3e1 e3c1 f2g1
5q1Q/1bk5/6Pq/1p6/6K1/p7/3p4/8 b - - 0 51,f8f4 f8f3
2b2rk1/1p3pbp/2p1p1p1/8/4q1PK/3q3P/8/8 b - - 2 30,g7f6
6r1/p4Rbk/6p1/4Q1Pp/7P/1P6/PKPq4/4q3 b - - 1 38,d2c1 e1c1
6k1/5p2/5b2/pK6/1p3r2/8/8/q5qq b - - 3 64,h1b7
8/6kp/6p1/6K1/8/5q2/8/7q b - - 5 60,f3f5 f3g3 h1h6 h1h5 h7h6
6Q1/1pk5/5Q2/2p5/2B5/1P6/P4P2/6K1 w - - 1 45,g8d8
8/5K1k/8/4q3/8/8/8/1q6 b - - 3 54,b1f5 b1f1
3Q4/R7/1p4B1/2k5/2p5/2PQ4/P2KP3/1R6 w - - 5 37,d8c8 d8c7 d8d6 d8b6 d8d5 a7c7 d3d6 d3d5
3Q4/8/2Q3p1/4k2p/2R5/2P1p3/6PP/6K1 w - - 0 47,d8f6 d8g5 d8d5 d8a5 c6f6 c6d5 c6e4
Q3Q3/1pk5/8/p2P2p1/3B4/P4p1P/1P4PK/1q6 w - - 4 42,e8d8 e8e7 a8d8 a8b8
8/1Q6/8/8/8/5K2/k7/2Q5 w - - 19 78,b7f7 b7d5 b7b2 b7b1 c1b2
8/pp1R2pk/2p4q/8/1P4K1/P3q1P1/1r5P/8 b - - 2 35,e3e4
4Q3/8/8/7Q/8/4NKP1/PP6/4k3 w - - 3 49,h5a5
1Q6/4kpp1/Q6p/8/5P2/6PP/4K3/8 w - - 3 49,a6d6
5Q2/8/8/7k/p4Q2/8/8/6K1 w - - 14 70,f8e8 f8f7 f8h6 f8f5
8/8/8/P4K2/kP1B4/2P5/1Q2Q3/8 w - - 9 69,e2e8 b2a2
2N2Q1Q/2p5/p5k1/2p5/8/7P/PPP2P2/6K1 w - - 3 42,h8h6 f8f6
8/8/8/8/7k/5Q2/6Q1/4RKQ1 w - - 45 81,f3g4 f3h3 g2g5 g2g4 g2h3 g2g3 g2h2 g2f2 g2h1 g1d4 g1h2 g1f2 g1h1 e1e4
7Q/5Q2/1pp5/8/p3k3/5p2/PPP2P2/2K4R w - - 0 36,h1h4 h1e1
8/8/5Q2/7k/8/2K5/PPP3QP/8 w - - 9 47,f6h8 f6g5 g2g6 g2g5 g2h3 g2f3 g2e2
1Q6/8/R7/8/7k/5Q2/5KP1/4R3 w - - 1 48,b8d8 b8f4 b8g3
1Q6/8/4Q3/2k3P1/8/8/2P2P2/6K1 w - - 3 57,b8b6
8/6p1/K7/8/1q6/2q3k1/8/8 b - - 13 74,c3a3 c3a1
1k6/8/8/8/2p5/7K/5q2/6q1 b - - 11 67,f2g3 f2h2 g1g3 g1g2
3K4/8/p1q5/P1q5/8/8/3k4/8 b - - 9 75,c6c8 c5f8 c5d6 c5g5
4Q3/p4r1k/5Q2/7p/5P2/1P6/P3K3/8 w - - 1 42,e8h8 e8f7
RQ6/5k2/7Q/6P1/2P5/3P3P/5P2/6K1 w - - 3 54,b8f8 b8e8 b8c7 b8b7 b8a7 a8a7 h6f6
r3k2r/ppQ5/4P2p/3P4/4q3/8/KP1R1P2/7q b kq - 1 27,e4a4
8/8/8/8/3K4/5q2/q7/6k1 b - - 5 71,a2d5
5Q2/1k6/3Q4/p1p5/P6R/1PB5/5K2/8 w - - 1 51,f8b8 h4h7
QQQ5/8/8/8/8/4k3/K4p2/5Q2 w - - 1 72,c8c3
8/1p6/8/p7/P2Q4/kP3P2/2P4P/6QK w - - 5 40,g1a1
